A,B,C,D
-56.89,-7.31,58.24,51.45
-128.83,-80.51,50.95,8.98
-142.23,-81.12,-78.52,-70.7
-47.56,15.78,-8.06,10.84
-77.85,-26.97,88,49.23
-154.33,-98.58,-60.6,-59.08
-86.24,-17.2,-56.7,-21.96
-84.39,-5.36,62.83,40.39
-125.01,-74.58,20.71,-6.55
-131.2,-50.36,-94.63,-68.97
-75.99,-0.97,43.6,32.87
-125.57,-76.92,51.37,12.37
-138.41,-87.92,-89.06,-72.86
-51.85,16.07,-12.29,1.88
-70.75,-45.9,74.62,39.88
-118.89,-90,-48.46,-50.37
-65.47,-15.84,-64.32,-35.83
-63.83,-9.17,74.04,43.12
-151.24,-87.01,14.75,-11.71
-100.35,-45.54,-89.96,-66.85
-31.1,14.94,45.52,37.17
-102.6,-72.54,41.72,13.73
-115.95,-75.57,-76.03,-58.88
-30.2,25.89,-12.83,1.26
-70.79,-34.04,77.03,49.35
-135.19,-87.69,-50.12,-53.47
-79.27,-22.42,-61.35,-37.75
-49.28,-12.9,57.86,34.95
-121.87,-74.55,1.23,-20.18
-120.31,-78.41,-93.96,-66.63
-73.88,-19.65,39.11,40.49
-121.51,-96.72,46.55,8.94
-119.15,-80.73,-83.65,-58.05
-87.95,-25.42,-22.04,8.83
-104.01,-63.62,70.11,49.65
-135.26,-89.11,-53.64,-41.38
-88.24,-25.18,-69.17,-21.44
-79.44,-28.13,69.44,54.61
-159.77,-103.66,-4.05,-3.63
-130.42,-62.56,-100.06,-52.25
-64.73,-18.33,36.32,60.39
-121.26,-88.7,56.41,35.33
-129.65,-84.13,-75.84,-35.74
-77.85,-18.45,-15.22,10.53
-97.33,-46.71,83.07,53.29
-160.48,-108.97,-68.04,-47.1
-89.81,-30.48,-61.08,-19.13
-106.82,-30.11,68.26,41.83
-169.53,-104.49,0.28,-11.36
-113.09,-52.38,-90.72,-57.7
-52.44,9.03,50.95,45.44
-123.41,-77.58,42.02,6.6
-134.64,-76.8,-81.38,-59.36
-84.07,-8.65,-17.92,2.8
-120,-59.86,61.05,37.07
-159.27,-104.99,-60.25,-47.7
-97.88,-36.06,-82.72,-37.79
-89.88,-27.83,64.08,41.91
-157.47,-109.45,-10.73,-29.05
-123.76,-62.89,-99.33,-75.25
-74.44,-21.54,26.55,13.01
-126.54,-84.43,41.34,14.1
-144.08,-86.67,-93.33,-86.62
-93.37,-17.81,-35.12,-24.29
-103.76,-57.93,79,27.62
-157.28,-111.68,-57.17,-68.82
-94.41,-30.97,-70.23,-50.28
-79.91,-28.72,54,35.08
-146.25,-111.26,-10.15,-35.8
-109.67,-59.9,-98.46,-73.63
-65.13,-13.55,28.63,15.05
-127.55,-78.68,40.98,2.59
-142.79,-86.11,-103.05,-78.58
-70.27,-2.01,-31.09,-13.74
-100.78,-41.1,77.53,25.15
-161.54,-108.82,-72.24,-86.85
-105.01,-43.23,-70.18,-53.38
-91.27,-30.02,58.89,23.7
-145.68,-95.5,-1.24,-49.75
-113.49,-46.92,-98.34,-94.18
-69.26,0.89,14.24,-1.87
-112.25,-68.12,33.39,-12.45
-137.41,-87.38,-101.36,-99.95
-68.39,-7.03,-59.37,-28.34
-84.48,-40.08,63.6,23.26
-142.73,-96.17,-51.37,-73.61
-104.05,-30.98,-77.05,-57.52
-93.55,-25.54,48.71,15.04
-133.91,-80.86,-5,-38.93
-103.19,-48.5,-105.44,-85.21
-51.57,-1.02,18.37,9.76
-112.86,-69.97,36.88,-4.96
-139.35,-67.84,-99.34,-88.49
-65.73,-5.11,-29.99,-33.23
-84.31,-42.29,63.12,14.6
-128.64,-76.57,-61.59,-71.14
-93.51,-4.86,-73.37,-65.07
-66.24,-3.12,64.22,30.22
-128.13,-81.65,-4.88,-35.45
-101.16,-50.72,-103.39,-96.7
-59.28,-8.94,9.38,-7.85
-93.19,-51.2,46.58,-11.54
-127.26,-53.79,-99.49,-103.92
-58.77,6.87,-37.61,-35.8
-91.98,-32.05,60.65,2.35
-149.27,-86.82,-64.19,-82.63
-100.9,-31.01,-85.51,-74.81
-78.16,-24.99,55.89,18.44
-132.16,-77.65,-12.78,-53.32
-95.63,-23.41,-116.4,-90.29
-67.29,7.03,8.73,-6.14
-120.24,-64.1,31.96,-17.82
-110.24,-54.85,-94.35,-87.59
-48.72,25.19,-35.83,-40.66
-79.61,-23.05,60.03,2.49
-136.94,-62.36,-64.36,-87.31
-90.38,7.66,-87.55,-75.68
-70.37,9.32,42.95,4.13
-128.53,-74.92,-23.28,-58.4
-87.36,-36.36,-115.01,-103.71
-39.17,13.79,6.34,-5.65
-101.18,-51.24,29.12,-15.71
-111.52,-41.66,-113.79,-98.96
-45.91,37.7,-46.23,-33.02
-65.52,-21.7,46.8,18.71
-126.99,-74.18,-54.63,-98.67
-55.65,10.51,-74.92,-73.35
-53.4,35.31,49.28,-1.53
-131.2,-65.01,-26.02,-64.42
-100.73,-22.69,-123.47,-104.5
-36.44,31.27,22.37,-8.83
-100.9,-56.12,34.42,-25.15
-114.15,-55.75,-105.06,-106.25
-41.33,30.69,-32.72,-36.62
-82.4,-34.09,50.67,-12.63
-111.18,-65.41,-46.8,-79.1
-96.87,-25.68,-101.59,-102.63
-63.2,5.7,46.64,-10.05
-130.28,-61.91,-12.98,-59.95
-112.2,-42.61,-121.55,-109.52
-56.04,6.5,-4.66,-25.93
-98.2,-51.87,18.89,-25.67
-138.93,-68.7,-110.93,-122.26
-54.4,28.21,-43.37,-43.28
-88.83,-19.23,54.32,12.12
-125.15,-75.45,-52.12,-78.48
-59.99,-9.37,-81.68,-67.59
-57.18,-1.56,42.22,19.64
-135.45,-83.66,-9.88,-54.9
-103.16,-37.31,-121.36,-96.17
-51.95,7.42,13.87,-9.58
-119.94,-83.45,15.07,-39.24
-140.9,-82.38,-112.7,-124.29
-63.49,16.64,-45.35,-53.53
-61.98,1.32,74.01,27.26
-129.95,-87.48,-76.9,-96.63
-108.17,-40.07,-99.86,-102.17
-86.2,-31.95,34.94,-12.38
-112.6,-71.96,-14.17,-76.53
-93.94,-26.36,-114.9,-95.21
-39.5,22.13,3.3,-8.87
-119.53,-71.26,17.9,-33.86
-122.19,-71.14,-93.82,-98.17
-63.17,-0.49,-47.05,-57.39
-70.83,-21.46,62.45,3.72
-141.46,-90.26,-80.37,-98.25
-87.46,-26.22,-86.4,-93.9
-69.78,-19.2,46.44,-10.1
-141.65,-78.91,-6.62,-47.5
-72.08,-3.04,-85.22,-83.85
-34.64,31,10.67,-0.36
-81.38,-35.9,19.59,-28.2
-86.03,-32.93,-115.95,-110.52
-3.56,57.43,-59.64,-57.1
69.69,98.38,99.39,44.12
-2.13,24.58,-75.09,-104.43
76.96,123.71,-102.63,-97.26
167.84,194.96,39.12,-13.68
124.75,142.58,-10.63,-58.42
164.84,188.43,-112.01,-119.25
259.29,288.25,36.23,8.45
175.5,205.71,12.65,-27.09
157.75,203.91,-115.79,-110.52
260.38,300.49,-14.88,-1.17
188.38,221.44,60.23,5.07
185.9,236.79,-44.16,-76.95
275.32,339.54,-53.22,-54.17
241.29,278.42,52.81,23.88
183.26,220.2,12.61,-31.25
181.25,242.41,-97.88,-73.92
210.63,259.79,23.86,12.61
118.95,160.5,46.42,-1.08
97.85,157.61,-75.52,-78.38
180.64,239.52,-15.23,-11.75
139.85,208.45,83.37,29.94
45.61,126.9,-52.36,-78.62
82.09,183.64,-77.65,-86.98
95.25,162.16,54.14,-5.91
51.2,77.63,-3.14,-70.99
54.13,134.3,-84.41,-97.29
124.19,208.51,42.04,38.22
8,86.38,44.56,-30.37
16.92,92.25,-71.1,-100.95
53.74,136.73,-50.91,-60.99
13.76,80.38,61.79,-10.51
-46.02,35.79,-58.34,-91
-1.86,85.85,-79.99,-83.21
20.87,113.12,70.49,21.17
-78.19,8.65,12.5,-53.58
-71.41,14.39,-108.31,-102.39
-35.05,48.7,-1.31,-31.71
-96.6,-32.23,17.39,-45.73
-107.7,-20.52,-88.65,-102.31
-64.45,27.59,-24.37,-31.41
-114.27,-48.5,35.08,-22.07
-133.04,-73.7,-49.28,-90.78
-44.42,41.58,-51.27,-45.13
-79.22,-8.62,52.6,9.77
-153.58,-80.69,-22.33,-47.3
-138.67,-64.29,-138.2,-123.33
-115.59,-52.12,-4.54,-29.65
-125.62,-55.42,75.19,23.34
-164.04,-88.32,-77.25,-89.7
-103.21,-25.89,-51.16,-56.88
-157.75,-105.25,46.24,-21.55
-229.21,-152.05,-82.57,-118.37
-109.2,-6.27,-45.79,-49.15
-95.03,-37.01,82.24,37.05
-199.76,-133.36,-1.39,-62.27
-116.66,-20.37,-79.99,-66.26
-13.07,67.24,80.98,90.61
-214.75,-183.15,20.91,-41.22
-280.69,-193.99,-128.47,-155.66
-171.55,-72.66,-70.54,-60.19
-64.74,31.59,94.74,37.12
-171.71,-111.31,-42.71,-64.66
-134.48,-54.63,-66.05,-56.04
-160.72,-82.09,41.84,26.64
-103.79,-63.82,61.37,51.26
-136.2,-38.97,-51.09,-53.62
-52.65,43.36,60.25,49.98
-244.86,-166.86,-3.58,-60.02
-199.31,-111.46,-128.39,-139.6
-43.87,78.19,27.28,-15.72
-93.56,-33.12,112.66,45.23
-196.75,-101.37,-29.57,-62.22
-256.26,-222.89,-110,-119.93
-130.02,-65.52,52.15,18.23
-67.78,7.02,59.03,17.18
-178.3,-92.44,-80.47,-87.28
-98.86,21.19,25.11,13.25
-239.26,-167.65,9.03,-40.23
-229.25,-197.71,-123.86,-151.18
-146.87,-55.69,-39.84,-36.32
-91.69,58.94,121.03,78.64
-291.38,-210.45,-86.29,-124.66
-150.8,-101.8,-80.44,-96.23
-31.38,41.84,132.64,63.91
-205.2,-116.22,1.79,-70.59
-232.18,-154.62,-132.71,-172.81
-158.77,-80.87,15.64,-27.28
-155.77,-47.57,38.05,-48.89
-281.55,-233.05,-165.57,-197.18
-121.14,-34.65,-22.43,-28.05
-103.44,-11.06,100.98,62.64
-159.95,-110.58,-21.47,-43.34
-182.58,-96.06,-132.34,-131.29
-194.27,-68.79,13.47,-23.22
-132.71,-47.52,13.6,-32.99
-201.47,-103.49,-126.87,-105.5
-137.53,-23.44,-27.58,-24.91
-190.64,-156.89,21.14,-13.27
-128.37,-43.54,-47.19,-38.72
-88.19,-34.51,-33.61,-22.43
-200.74,-102.33,5.98,-67.48
-310.72,-251.97,-120.7,-177.38
-127.43,-24.02,-56.34,-38.7
-41.94,54.06,97.51,84.44
-265.96,-154.84,-87.67,-162.4
-73.97,-57.27,-108.91,-123.28
-98.54,-8.45,38.49,22.77
-221.29,-144.12,22.46,-43.43
-250.55,-221.95,-149.46,-161.31
-55.63,29.49,-8.75,1.04
-149.55,-111.3,27.81,-41.18
-208.58,-114.17,-63.25,-92.13
-72.54,86.23,-60.36,-57.54
-185.37,-131.29,-29.47,-76.62
-150.29,-67.32,15.05,-24.72
-150.9,-102.26,-105.23,-76.52
-170.4,-64.38,-40.69,-65.65
-144.49,-1.1,13.36,-73.3
-215.54,-214.63,-113.48,-136.81
-122.32,-47.83,-52.21,-57.66
-82.08,-27.61,96.93,30.53
-238.64,-177.1,-107.09,-128.77
-113.52,-48.86,-93.88,-93.56
-17.11,99.93,92.49,69.54
-152.65,-81.9,45.5,-4.5
-269.78,-220.43,-175.67,-197.18
-43.43,71.97,60.81,11.95
-140.77,-37.54,38.12,-54.02
-218.93,-176.02,-145.42,-180.45
-11.02,122.83,50.39,34.69
-152.48,-112.59,22.17,-77.13
-299.67,-255.21,-145.38,-204.51
-182.61,-107.98,-113.81,-113.73
47.52,139.3,111.3,92.36
-209.62,-160.88,-37.17,-95.09
-173.28,-124.16,-150.59,-161.09
-103.77,-39.55,-21.39,-50.06
-70.21,32.89,77.93,18.53
-184.97,-106.65,-133.21,-146.96
6.38,114.71,11.63,15.67
-257.9,-222.46,-17.11,-89.33
-216.2,-191.63,-86.5,-133
-102.88,-2.65,-106.21,-121.65
-49.79,-23.27,22.64,-56.92
-233.21,-98.36,-26.79,-98.26
-174,-102.46,-135.61,-103.14
-63.75,-9.85,-11.91,-6.98
-150.82,-91.81,17.84,-22.66
-233.79,-166.44,-150.3,-145.82
-79.62,3.51,-59.28,-48.84
-39.96,-4.35,47.53,11.49
-155.5,-86.46,-90.41,-93.39
-161.22,-63.73,-120.72,-123.67
-90.91,-55.44,34.02,4.72
-135.89,-101.01,-37.57,-78.37
-95.81,-53.13,-136.36,-126.93
25.67,139.44,57.73,23.45
-213.85,-149.32,-28.71,-106.96
-100.98,-2.73,-80.01,-75.14
-87.1,-79.48,-84.76,-75.02
-102.53,-57.45,39.22,-8.87
-134.42,-70.34,-72.38,-82.66
-74.56,6,-94,-50.67
-19.88,22.59,17.17,16.72
-218.1,-153.92,-69.67,-61.74
-54.01,2.72,-100.98,-50.51
-3.82,38.56,7.87,19.47
-88.47,-23.68,5.19,-18.21
-227.21,-149.32,-144.25,-98.78
-102.98,-82.4,-95.7,-69.67
-8.61,39.97,62.45,32.07
-149.33,-52.26,-99.29,-76.61
-34.37,105.36,-81.36,-38.71
-190.82,-189.35,-18.78,-31.39
-147.42,-100.9,-23.35,-28.36
-100.44,-4.99,-104.84,-86.06
-147.94,-88.06,-60.72,-88.69
-28.43,36.82,56.99,-14.3
-171.42,-84.52,-120.28,-105.68
-160.01,-114.8,-109.58,-98.82
-138.82,-34.82,38.29,-3.21
-143.8,-48.3,-69.41,-90.14
-23.16,99.49,-101.36,-68.46
-226.18,-111.21,-32.83,-82.63
-135.2,-102.06,-23.53,-40.9
-191.06,-79.67,-168.09,-143.21
46.16,47.53,20.19,17.55
-72.17,19.03,36.65,2.95
-288.38,-185.52,-189.62,-172.51
58.75,227.58,-5.99,12.47
-204.14,-153.14,-5.62,-51.59
-193.38,-170.22,-76.46,-134.12
-106.16,-54.91,-109.96,-121.31
12.46,148.64,64.12,23.34
-162.68,-49.46,-14.67,-67.04
-180.7,-116.77,-136.27,-105.48
-115.75,35.92,-15.16,-5.31
-129.16,-133.32,-11.63,-84.52
-93.49,-39.72,-88.53,-76.17
-16.78,34.67,-27.19,-90.14
-162.37,-69.64,22.9,-32.07
-251.01,-151.89,-119.49,-161.76
-15.86,137.07,-61.53,-25.14
-145.58,-127.06,-1.45,-75.66
-118.18,-72.78,-24.78,-108.27
-132.14,-64.87,-119.48,-97.85
16.5,41.51,33.8,-22.06
-223.59,-93.22,-20.52,-75.97
-127.64,-48.73,-61.4,-94.77
-177.76,-131.57,-116.8,-110.75
-52.26,94.16,74.11,15.34
-186.59,-193.55,-108.41,-183.68
53.62,123.26,-41.37,-29.16
-127.07,-77.87,29.41,-14.36
-208.56,-154.54,-34.42,-51.28
-184.19,-53.13,-152.58,-125.43
-41.85,50.37,-4.41,6.56
-60.08,-40.97,38.33,-74.38
-176.41,-160.09,-123.35,-152.09
-61.26,47.22,-47.98,-49.84
-175.76,-119.48,14.47,-48.91
-139.98,-62.94,-13.61,-11.06
-65.64,52.6,-80.75,-42.02
-131.04,-107.33,-45.21,-58.04
-175.64,-189.07,-54.93,-83.91
-111.76,43.55,-136.92,-102.27
-63.34,-43.79,7.19,10.25
-183.37,-172.84,-10.29,-60.58
-179.65,-50.78,-124.76,-119.77
-100.44,4.3,-62.71,-32.82
-60.17,-74.35,28.85,-37.33
-66.99,-12.08,-15.96,-50.22
-115.85,-43.38,-112.56,-93.37
-110.9,-46.56,-6,8.23
-196.87,-111.8,-24.21,-64.23
-114.86,32.21,-95.21,-35.35
-68.32,-103.86,-47.35,-35.57
-53.26,-31.02,26.6,-73.35
-230.89,-157.66,-129.71,-122.08
-1.1,16.62,-66.44,2.73
-74.57,51.42,77.17,4.56
-267.2,-209.3,-105.06,-140.87
-122.97,-19.9,-147.21,-57.75
-57.59,-13.63,35.24,9.44
-225.43,-211.98,-65.65,-106.98
-92.47,-35.54,-116.83,-93.5
-53.2,57.48,7.01,-12.36
-167.82,-128.77,11.16,-44.06
-121.81,-72.76,-123.15,-101.6
-94.69,18.48,-77.13,-50.44
-154.48,-137.01,28.47,-33.99
-256.74,-193.26,-113.27,-168.51
-105.93,-29.77,-106.5,-86.26
-91.36,-34.24,19.05,-5.32
-176.08,-172.73,-39.06,-89.67
-175.67,-100.72,-143.38,-119.69
-110.88,-33.23,-31.36,-37.99
-158.65,-99.68,27.48,-40.77
-160.06,-107.31,-113.89,-114.25
-117.58,-52.35,-80.45,-70.22
-113.86,-56.74,29.41,-26.13
-143.8,-126.21,-81.59,-96.98
-98.44,-32.26,-104.66,-90.78
-100.67,-48.95,18.34,4.69
-146,-104.16,-16.27,-46.26
-114.62,-62.36,-128.05,-79.91
-90.78,-29.72,-17.71,-19.11
-114.88,-78.68,29.8,-4.74
-149.49,-91.3,-100.82,-84.98
-69.36,0.01,-53.12,-13.6
-54.31,-21.71,71.18,49.25
-129.42,-75.7,-45.43,-42.32
-76.74,-4.47,-75.29,-29.93
-43.3,-0.33,62.49,41.84
-121.02,-78.13,5.89,-38.68
-101.59,-41.06,-107.22,-87.68
-23.99,21.58,13.3,-3.28
-75.13,-36.31,54.4,-4.33
-108.6,-58.64,-96.47,-93.42
-23.53,27.63,-34.28,-19.54
-35.58,0.19,74.44,25.42
-93.88,-66.41,-40.3,-60.74
-25.95,37.58,-69.93,-47.9
-5.02,39.85,61.32,25.3
-70.49,-36.91,8.49,-27.49
-63.14,-26.76,-95,-78.41
12.35,46.66,24.23,15.9
-44.72,-4.53,61.49,11.98
-70.13,-32.15,-78.31,-74.58
21.06,55.46,-23.52,-8.18
-13.24,17.92,80.38,25.06
-81.27,-48.54,-41.2,-69.78
-23.22,36.59,-67.51,-46.55
-12.4,16.1,65.57,30.66
-39.27,-29.17,11.75,-21.15
-20.05,-4.27,-85.98,-73.06
32.07,49.86,19.78,7.67
-9.52,-11.88,60.83,10.44
-47.27,-40.01,-74.14,-70.51
16.01,40.7,-31.63,-18.27
14.91,11.98,80.58,39.51
-50.69,-48.11,-37.09,-53.15
-13.39,8.19,-66.19,-59.22
16.06,24.12,62.56,25.15
-50.71,-33.08,21.16,-21.76
-12.15,14.66,-77.14,-53.55
36.85,59.1,25.46,11.42
-28.03,-25.86,56.45,11.74
-45.94,-38.77,-74.26,-64.49
24.06,48.55,-20.82,0.32
7,17.35,83.6,57.05
-59.35,-56.14,-36.63,-33.17
-8.2,9.99,-77.28,-36.18
23.83,45.47,62.74,61.93
-52.73,-34.78,25.69,7.25
-43.22,-13.2,-99.83,-52.36
17.11,55.31,25.11,29.74
-42.98,-22.97,56.17,24.05
-63.06,-36.86,-85.13,-62.13
11.08,42.07,-32.43,-3.88
-3.32,10.68,79.85,48.56
-61.65,-37.9,-27.8,-36.17
-19.75,33.03,-70.12,-36.18
-1.91,31.91,67.08,46.72
-64.05,-37.99,22.61,-5.95
-47.6,-5.96,-86.93,-59.03
19.38,49.59,21.08,28.21
-46.63,-25.39,49.62,12.33
-64.59,-32.44,-83.96,-73.88
-8.97,30.27,-40.33,-12.11
-23.88,1.04,75.8,39.06
-74.17,-54.54,-34.63,-38.69
-20.7,22.98,-72.17,-41.38
9.83,45.17,59.54,47.02
-54.9,-34.64,10.64,-10.36
-53.48,-16.69,-100.29,-78.4
-4.43,30.54,13.5,5.91
-59,-34.28,58.36,10.64
-62.83,-19.05,-77.21,-68.04
-12.29,33.83,-44.69,-31.49
-17.61,3.81,76.37,34.81
-92,-51.43,-42.66,-61.88
-27.29,28.34,-78.89,-56.06
-0.01,41.43,55.89,31.6
-72.09,-39.78,14.99,-18.8
-49.94,-3.29,-101.15,-71.14
6.99,25.44,20.09,18.99
-56.11,-32.94,54.15,10.26
-81.77,-35.29,-92.96,-86.21
-9.06,49.01,-47.58,-36.21
-21.69,19.24,71.05,24.38
-94.56,-49.71,-39.75,-70.75
-24.9,23.29,-77.97,-62.81
-2.43,35.82,58.8,16.71
-79.57,-47.57,8.79,-38.63
-66.07,-12.96,-99.52,-91.77
-8.21,46.83,7.99,-1.81
-54.02,-18.67,49.37,1.11
-83.66,-43.39,-86.38,-81.54
-36.41,14.65,-37.2,-23.31
-69.06,-18.39,68.53,29.09
-85.92,-29.01,-46.94,-63.65
-46.19,30.22,-86.09,-69.88
-22.22,45.94,44.73,6.28
-83.76,-17.92,12,-30.26
-74.22,-4.08,-106.84,-102.38
-11.63,67.66,6.37,-13.57
-65.37,-16.38,52.75,0.5
-97.81,-24.53,-91.54,-99.61
-41.06,33.26,-49.72,-50.04
-63.8,0.86,64.87,4.6
-116.42,-45.32,-43.46,-85.41
-55.81,23.54,-85.74,-77.27
-41.1,15.63,50.06,3.53
-104.76,-49.74,0.76,-50.88
-82.17,0.53,-104.52,-100.55
-28.68,56.52,7.52,-14.99
-83.97,-14.73,55.08,-7.01
-124.76,-38.84,-88.56,-109.43
-42.86,47.73,-44.27,-42.16
-59.11,7.35,60.56,5.88
-120.53,-52.36,-45.85,-83.8
-65.17,14.4,-77.47,-77.13
-36.36,32.38,56.24,16.33
-106.58,-29.73,2.07,-45.61
-95.56,-11.68,-106.81,-97.37
-37.72,44.33,3.51,-9.1
-60.57,7.88,49.8,-3.94
-118.11,-53.79,-95.79,-111.23
-60.02,24.48,-63.13,-67.64
-59.02,14.81,60.32,7.3
-110.55,-44.47,-45.3,-76.42
-64.96,13.19,-97.95,-89.95
-36.68,42.03,45.59,3.45
-101.5,-45.67,-1.37,-44.69
-91.67,-12.78,-118.03,-102.66
-26.97,50.02,-6.67,-16.03
-74.32,-13.52,39.76,-18.13
-114.2,-47.53,-101.86,-102.91
-47.96,39.53,-58.21,-55.74
-56.54,4.23,51.28,4.96
-104.69,-44.66,-51.61,-72.07
-56.55,12.96,-94.82,-77.13
-28.28,33.24,43.85,9.62
-111.81,-49.91,-9.46,-60.5
-102.6,-17.07,-113.59,-112.61
-41.22,49.75,-4.75,-29.49
-79.52,-7.8,43.09,-18.19
-101.5,-38.16,-89.69,-101.68
-32.83,55.99,-47.52,-47.27
-55.72,2.89,60.44,-9.96
-114.03,-50.39,-49,-85.11
-53.52,17.82,-87.59,-86.75
-25.42,36.49,56.32,3.13
-105.38,-46.01,-2.7,-52.54
-81.43,-3.1,-110.46,-107.15
-31.41,44.02,-5.32,-21.55
-71.33,-14.03,48.17,1.29
-112.17,-44.51,-104.38,-104.37
-28.84,44.53,-50.29,-38.97
-49.01,2.06,61.67,23.88
-102.46,-54.74,-34.14,-54.02
-52.73,28.08,-75.48,-56.46
-16.6,52.11,51.37,37.74
-108.78,-46.91,-3.25,-43.66
-106.25,-16.77,-116.78,-110.94
-26.1,35.6,-8.47,-22.1
-83.73,-33.69,30.88,-24.64
-107.33,-42.74,-108.65,-114.3
-15.64,50.11,-57.19,-45.1
-46.61,6,50.06,-0.95
-103.08,-48.9,-55.67,-80.66
-63.13,11.57,-96.94,-95.05
-29.86,23.43,36.9,-4.03
-85.5,-47.06,2.86,-50.71
-75.9,-13.64,-114.77,-106.03
-17.55,45.12,-13.63,-25.99
-67.59,-21.78,39.01,-19.63
-105.36,-51.85,-107.17,-115.28
-33.69,39.34,-59.29,-58.48
-51.78,3.12,51.86,-9.94
-116.28,-47.97,-60.99,-94.65
-56.36,26.44,-96.11,-83.44
-23.1,39.74,41.59,2.66
-77.03,-45.63,4.34,-46.49
-81.68,-23.75,-114.73,-109.2
-27.6,35.94,-8.41,-25.81
-81.16,-27.39,40.13,-15.2
-98.9,-47.2,-96.32,-101.6
-21.86,32.69,-62.28,-50.87
-35.21,13.59,66.39,15.72
-105.43,-59.18,-48.39,-74.01
-64.17,-0.26,-99.88,-86.76
-14.91,36.42,44.98,4.7
-74.14,-32.86,8.94,-37.96
-75.2,-28.72,-117.32,-109.86
-23.9,30.45,-4.98,-26.54
-61.67,-27.04,45.67,-11.78
-90.68,-36.58,-90.3,-94.13
-27.74,34.7,-53.47,-47.39
-44.28,-0.53,54.44,13.18
-97.12,-61.04,-53.36,-60.65
-46.32,10.74,-98.95,-57.66
-36.13,29.65,45.66,34.38
-118.68,-41.92,2.54,-15.49
-92.59,-14.81,-106.11,-71.85
-45.62,23.34,-10.24,-2.97
-84.01,-48.2,42.35,8.74
-72.17,-31.71,-88.78,-76.01
-8.63,54.28,-50.54,-26.29
-40.62,21.3,50.26,17.28
-88.05,-26.8,-48.92,-60.11
-57.21,17.52,-96.84,-81.28
-39.01,34.72,43.87,14.03
-113.89,-60.23,-4.05,-41.93
-82.64,-23.28,-109.82,-87.47
-29.84,47.45,-4.62,-14.19
-80.84,-26.9,41.94,-6.14
-97.49,-38.29,-102.35,-89.88
-34.81,41.57,-69.7,-49.36
-45.38,20.49,48.15,8.37
-94.39,-34.76,-53.74,-74.33
-50.35,29.42,-105.13,-83.36
-18.36,43.47,24.05,5.49
-95.91,-26.1,-4.53,-42.5
-64.68,5.63,-115.68,-103.61
-0.23,61.04,-11.52,-27.18
-66.27,-6.8,30.71,-31.68
-83.77,-12.22,-96.63,-108.81
-22.52,61.02,-59.02,-64.38
-47.18,27.62,57.48,-6.3
-100.04,-20.47,-50.3,-75.99
-36.7,44.37,-100.9,-86.84
-7.01,57.97,29.71,-1.11
-80.24,-21.44,-8.16,-48.32
-77.11,3.66,-126.36,-106.96
-37.42,50.34,-21.08,-32.88
-84.7,-10.54,32,-17.85
-101.31,-32.52,-102.25,-114.08
-18.64,54.51,-64.47,-59.16
-39.99,29.46,41.6,-10.97
-91.51,-29.7,-55.69,-86.72
-50.51,27.1,-101.09,-94.66
-21.84,42.47,43,0.62
-88.65,-18.73,0.55,-50.8
-95.25,-23.38,-119.91,-111.78
-19.42,50.09,-12.74,-22.72
-85.95,-6.88,48,-7.39
-132.57,-49.76,-98.8,-103.2
-29.98,67.78,-67.55,-60.69
-45.75,32.84,50.52,-2.75
-111.85,-45.67,-62.98,-87.35
-51.33,36.55,-107.42,-88.02
-22.86,59.14,26.55,-3.92
-95.23,-23.38,-8.25,-52.55
-99.97,-16.42,-119.51,-106.93
-34.1,54.79,-5.38,-16.91
-87.6,-20.26,32.05,-19.39
-106.45,-33.48,-97.4,-103.63
-55.68,38.13,-69.07,-63.26
-64.81,3.11,45.81,-5.44
-119.77,-51.28,-58.6,-89.14
-77.25,12.6,-98.42,-94.98
-48.49,28.05,40.98,-1.02
-118.42,-58.8,-0.56,-57.06
-100.49,-17.56,-108.31,-102.85
-47.13,27.77,-14.41,-38.1
-97.56,-42.98,46.55,-21.64
-126.05,-57.49,-95.43,-112.88
-59.04,23.06,-63.34,-67.99
-59.89,9.27,52.18,-3.41
-136.07,-56.02,-54.37,-89.59
-83.41,-0.32,-102.67,-97.86
-55.12,18.2,32.27,-9.04
-121.41,-75.51,-2.66,-49.97
-110.85,-50.62,-118.14,-113.59
-49.13,38.69,-8.46,-22.47
-94.38,-31.8,51.05,-16.2
-124.92,-45.46,-98.64,-114.62
-45.33,26.95,-56.69,-59.17
-60.87,-6.64,54.71,-4.27
-128.49,-65.45,-51.03,-89.55
-79.66,-5.8,-104.78,-93.42
-56.44,9.99,34.67,-6.4
-118.96,-68.49,-0.13,-50.25
-111.43,-50.38,-113.39,-107.82
-46.22,19.27,-9.35,-32.72
-98.07,-44.96,44.68,-15.58
-124.01,-65.43,-89.06,-100.06
-69.63,-2.06,-65,-67.43
-71.95,-12.02,56.72,-2.73
-133,-78.65,-49.47,-92.79
-85.04,-16.07,-102.12,-100.09
-47.16,12.08,44.75,-4.75
-126.95,-74.22,0.76,-62.01
-112.47,-41.8,-108.22,-108.06
-50.69,13.92,-5.92,-31.16
-102.79,-50.89,35.52,-28.9
-127.92,-59.69,-89.49,-118.07
-80.53,-0.59,-67.87,-80.94
-75.09,-16.65,60.17,-13.97
-145.39,-91.94,-44.67,-99.6
-85.61,-19.6,-101.57,-107.2
-55.94,-2.65,44.03,-10.96
-120.49,-71.02,7.52,-56.99
-114.08,-45.58,-115.98,-120.17
